Date,Civil (kWh),temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day
2019-01-01 00:00:00,93.576,10.635833333333332,62.68416666666667,0.0,0.0,1031.0,2.54325,0.0,0.0
2019-01-01 01:00:00,94.166,10.3775,62.836666666666666,0.0,0.0,1031.0,1.7286666666666666,0.0,0.0
2019-01-01 02:00:00,94.725,10.260833333333332,61.72,0.0,0.0,1031.0833333333333,2.67475,0.0,0.0
2019-01-01 03:00:00,97.048,9.666666666666666,63.89333333333334,0.0,0.0,1031.0833333333333,2.44425,0.0,0.0
2019-01-01 04:00:00,95.032,8.640833333333333,68.03416666666668,0.0,0.0,1031.0,3.0563333333333333,0.0,0.0
2019-01-01 05:00:00,96.062,9.093333333333334,63.193333333333335,0.0,0.0,1031.0,2.426416666666667,0.0,0.0
2019-01-01 06:00:00,94.803,8.3925,67.45666666666666,0.0,0.0,1031.4166666666667,2.46775,0.0,0.0
2019-01-01 07:00:00,108.339,7.697500000000001,70.29833333333333,0.0,0.0,1032.0,3.4028333333333336,0.0,0.0
2019-01-01 08:00:00,165.053,7.696666666666666,70.61999999999999,0.0,0.0,1033.0,66.3175,0.0,0.0
2019-01-01 09:00:00,167.099,8.685,63.055,0.0,0.0,1033.0833333333333,216.0666666666667,0.0,0.0
2019-01-01 10:00:00,168.176,9.961666666666668,58.75833333333333,0.0,0.0,1033.5833333333333,349.31666666666666,0.0,0.0
2019-01-01 11:00:00,167.014,11.290833333333333,53.24666666666667,0.0,0.0,1033.0,441.98333333333335,0.0,0.0
2019-01-01 12:00:00,166.904,12.480833333333335,48.16833333333333,0.0,0.0,1032.3333333333333,481.325,0.0,0.0
2019-01-01 13:00:00,165.091,14.080833333333333,42.3475,0.0,0.0,1031.75,463.56666666666666,0.0,0.0
2019-01-01 14:00:00,166.673,15.055,38.46333333333333,0.0,0.0,1031.0,388.43333333333334,0.0,0.0
2019-01-01 15:00:00,166.719,15.814166666666667,36.73083333333333,0.0,0.0,1031.5,265.3333333333333,0.0,0.0
2019-01-01 16:00:00,170.029,15.722500000000002,34.208333333333336,0.0,0.0,1032.0,116.13,0.0,0.0
2019-01-01 17:00:00,173.931,14.49,35.637499999999996,0.0,0.0,1032.0,7.204833333333333,0.0,0.0
2019-01-01 18:00:00,177.147,14.13,38.899166666666666,0.0,0.0,1032.0833333333333,1.3589166666666666,0.0,0.0
2019-01-01 19:00:00,123.014,13.160833333333334,53.75333333333333,0.0,0.0,1033.0,1.0246666666666666,0.0,0.0
2019-01-01 20:00:00,105.908,12.586666666666666,56.840833333333336,0.0,0.0,1033.0,2.354083333333333,0.0,0.0
2019-01-01 21:00:00,105.253,13.025833333333333,51.149166666666666,0.0,0.0,1033.0,1.3940000000000001,0.0,0.0
2019-01-01 22:00:00,107.703,12.034999999999998,53.094166666666666,0.0,0.0,1033.0,0.9255,0.0,0.0
2019-01-01 23:00:00,108.823,11.660833333333334,49.93,0.0,0.0,1033.0,0.8445833333333334,0.0,0.0
2019-01-02 00:00:00,127.347,11.498333333333333,49.37083333333334,0.0,0.0,1032.9166666666667,1.1863333333333335,0.0,0.0
2019-01-02 01:00:00,122.654,11.144166666666665,48.53666666666667,0.0,0.0,1032.8333333333333,0.8446666666666666,0.0,0.0
2019-01-02 02:00:00,122.644,10.790833333333333,52.24916666666667,0.0,0.0,1032.75,1.2277500000000001,0.0,0.0
2019-01-02 03:00:00,122.521,10.448333333333334,65.40833333333333,0.0,0.0,1032.1666666666667,2.451,0.0,0.0
2019-01-02 04:00:00,119.207,10.280833333333334,75.75833333333334,0.0,0.0,1031.9166666666667,2.9403333333333332,0.0,0.0
2019-01-02 05:00:00,130.348,10.509166666666667,74.06666666666666,0.0,0.0,1031.0,3.1456666666666666,0.0,0.0
2019-01-02 06:00:00,158.392,10.191666666666666,73.16666666666667,0.0,0.0,1031.0,3.1710833333333333,0.0,0.0
2019-01-02 07:00:00,249.993,9.485833333333334,75.325,0.0,0.0,1031.0,5.010583333333333,0.0,0.0
2019-01-02 08:00:00,396.278,9.899166666666668,71.78083333333333,0.0,0.0,1031.6666666666667,67.535,0.0,0.0
2019-01-02 09:00:00,447.683,10.32,71.77583333333334,0.0,0.0,1032.0,218.03333333333333,0.0,0.0
2019-01-02 10:00:00,468.863,12.593333333333334,60.23916666666667,0.00875,0.10483333333333333,1032.0,348.02500000000003,0.0,0.0
2019-01-02 11:00:00,469.82,12.574166666666668,62.428333333333335,0.0,0.0,1031.25,436.47499999999997,0.0,0.0
2019-01-02 12:00:00,470.791,12.991666666666667,60.97,0.01575,0.12575,1030.3333333333333,473.125,0.0,0.0
2019-01-02 13:00:00,455.86,15.013333333333334,56.482499999999995,0.0,0.0,1029.1666666666667,457.0416666666667,0.0,0.0
2019-01-02 14:00:00,465.906,14.228333333333333,60.65083333333333,0.0,0.0,1029.0,386.5416666666667,0.0,0.0
2019-01-02 15:00:00,441.077,13.988333333333335,59.43333333333334,0.0,0.0,1029.0,266.34999999999997,0.0,0.0
2019-01-02 16:00:00,420.479,13.293333333333335,61.08083333333334,0.0,0.0,1029.0,115.09666666666668,0.0,0.0
2019-01-02 17:00:00,383.074,12.085,69.6875,0.0,0.0,1028.9166666666667,10.766833333333333,0.0,0.0
2019-01-02 18:00:00,355.676,11.010833333333332,75.47500000000001,0.0,0.0,1029.0,4.1978333333333335,0.0,0.0
2019-01-02 19:00:00,264.848,10.745833333333332,75.53333333333333,0.0,0.0,1028.25,4.29725,0.0,0.0
2019-01-02 20:00:00,208.469,10.4725,77.22500000000001,0.0,0.0,1028.25,3.9255833333333334,0.0,0.0
2019-01-02 21:00:00,162.771,10.11,79.96666666666667,0.0,0.0,1028.0833333333333,2.8898333333333337,0.0,0.0
2019-01-02 22:00:00,135.841,10.15,78.35833333333333,0.0,0.0,1028.0,3.9628333333333337,0.0,0.0
2019-01-02 23:00:00,131.398,9.993333333333334,78.77499999999999,0.0,0.0,1028.0,3.3558333333333334,0.0,0.0
2019-01-03 00:00:00,139.419,9.707500000000001,78.925,0.0,0.0,1027.5833333333333,4.073833333333334,0.0,0.0
2019-01-03 01:00:00,117.674,9.424166666666666,79.71666666666667,0.0,0.0,1027.0,3.33825,0.0,0.0
2019-01-03 02:00:00,118.583,8.835833333333333,81.81666666666666,0.0,0.0,1027.0,3.315,0.0,0.0
2019-01-03 03:00:00,114.688,8.150833333333333,86.625,0.0,0.0,1027.0,1.9390833333333333,0.0,0.0
2019-01-03 04:00:00,113.338,6.75425,92.16666666666667,0.0105,0.06291666666666666,1027.0,3.77675,0.0,0.0
2019-01-03 05:00:00,118.651,5.8405,94.13333333333333,0.0,0.0,1027.0,3.5760833333333335,0.0,0.0
2019-01-03 06:00:00,140.224,5.389500000000001,95.25833333333333,0.0,0.0,1027.0,2.6340833333333333,0.0,0.0
2019-01-03 07:00:00,222.579,4.258249999999999,96.88333333333333,0.0,0.0,1027.5833333333333,3.404833333333333,0.0,0.0
2019-01-03 08:00:00,334.367,3.686916666666667,98.63333333333333,0.0,0.0,1028.0,33.023583333333335,0.0,0.0
2019-01-03 09:00:00,308.638,3.5866666666666664,99.44166666666666,0.0,0.0,1029.0,124.2625,0.0,0.0
2019-01-03 10:00:00,337.947,3.7025,99.39166666666667,0.0,0.0,1029.0,248.84166666666667,0.0,0.0
2019-01-03 11:00:00,349.226,5.44275,92.05833333333334,0.0,0.0,1028.75,436.40000000000003,0.0,0.0
2019-01-03 12:00:00,337.546,7.8084999999999996,71.905,0.07516666666666667,0.29350000000000004,1027.6666666666667,473.5916666666667,0.0,0.0
2019-01-03 13:00:00,332.487,8.758333333333333,70.27833333333334,0.5048333333333334,1.23675,1027.0,457.1166666666666,0.0,0.0
2019-01-03 14:00:00,338.973,8.355833333333333,75.74166666666666,0.9399166666666666,1.8449166666666665,1027.0,381.6166666666666,0.0,0.0
2019-01-03 15:00:00,351.47,8.859166666666667,74.64166666666667,0.6411666666666667,1.0900833333333333,1027.0833333333333,258.43333333333334,0.0,0.0
2019-01-03 16:00:00,311.817,8.2825,79.41666666666667,0.6289166666666667,1.1949166666666666,1027.5,112.47500000000001,0.0,0.0
2019-01-03 17:00:00,256.114,7.2508333333333335,86.3,0.12058333333333333,0.20966666666666667,1027.9166666666667,11.7975,0.0,0.0
2019-01-03 18:00:00,237.905,7.2075,87.45,0.29875,0.3145,1028.0,2.5117499999999997,0.0,0.0
2019-01-03 19:00:00,190.59,6.8295,89.91666666666667,0.8508333333333332,1.2786666666666666,1028.0833333333333,3.732416666666667,0.0,0.0
2019-01-03 20:00:00,153.344,6.448833333333333,93.075,1.0605833333333334,1.6143333333333334,1028.0,4.28,0.0,0.0
2019-01-03 21:00:00,141.224,5.800250000000001,94.73333333333333,0.7319166666666667,1.29975,1028.6666666666667,5.400083333333334,0.0,0.0
2019-01-03 22:00:00,127.01,5.5856666666666674,95.51666666666667,1.11275,1.8238333333333332,1029.0,3.1165833333333333,0.0,0.0
2019-01-03 23:00:00,123.985,5.88825,95.85833333333333,1.3575,2.0755,1029.0,3.4211666666666667,0.0,0.0
2019-01-04 00:00:00,104.439,6.146666666666667,96.14999999999999,0.6114166666666666,1.111,1029.0,2.44,0.0,0.0
2019-01-04 01:00:00,86.457,6.3855,96.64999999999999,0.27616666666666667,0.8385833333333332,1029.0,2.2024166666666667,0.0,0.0
2019-01-04 02:00:00,86.414,6.135333333333333,96.94166666666666,0.37566666666666665,0.7966666666666665,1029.0,2.1214166666666667,0.0,0.0
2019-01-04 03:00:00,83.217,6.245833333333334,96.96666666666665,0.11883333333333333,0.2935,1029.0,3.661,0.0,0.0
2019-01-04 04:00:00,82.815,6.3245000000000005,96.93333333333334,0.0385,0.16774999999999998,1028.25,2.38225,0.0,0.0
2019-01-04 05:00:00,87.201,6.2085,97.125,0.03666666666666667,0.16766666666666666,1028.4166666666667,2.54175,0.0,0.0
2019-01-04 06:00:00,102.312,6.02525,97.29166666666667,2.1698333333333335,2.767416666666667,1029.0,3.501916666666667,0.0,0.0
2019-01-04 07:00:00,188.686,5.706916666666667,97.53333333333335,0.6709166666666667,0.9853333333333333,1029.6666666666667,2.2784166666666668,0.0,0.0
2019-01-04 08:00:00,261.516,5.841833333333334,97.48333333333333,2.121,3.2285833333333334,1030.4166666666667,26.055083333333332,0.0,0.0
2019-01-04 09:00:00,290.835,6.19625,97.54166666666667,2.036916666666667,3.0399166666666666,1031.0,102.7925,0.0,0.0
2019-01-04 10:00:00,308.959,6.964166666666666,85.89999999999999,2.666166666666667,3.648,1031.0,164.73333333333332,0.075,0.075
2019-01-04 11:00:00,300.391,7.773333333333333,78.81666666666666,0.9015,1.5724166666666666,1031.0,235.525,0.03333333333333333,0.10000000000000002
2019-01-04 12:00:00,331.518,9.4825,72.38166666666667,0.0,0.0,1030.5,299.425,0.0,0.10000000000000002
2019-01-04 13:00:00,313.652,10.964166666666666,68.065,0.0,0.0,1030.0,293.43333333333334,0.0,0.10000000000000002
2019-01-04 14:00:00,312.089,11.930833333333334,64.94083333333333,0.0,0.0,1030.0,333.8666666666667,0.0,0.10000000000000002
2019-01-04 15:00:00,304.326,12.806666666666667,60.961666666666666,0.0,0.0,1030.0,238.02499999999998,0.0,0.10000000000000002
2019-01-04 16:00:00,294.737,12.620833333333332,61.105,0.0,0.0,1030.0,103.69416666666666,0.0,0.10000000000000002
2019-01-04 17:00:00,276.394,12.311666666666667,62.028333333333336,0.0,0.0,1031.0,10.259666666666666,0.0,0.10000000000000002
2019-01-04 18:00:00,234.526,12.237499999999999,62.95166666666666,0.0,0.0,1031.0833333333333,3.0582499999999997,0.0,0.10000000000000002
2019-01-04 19:00:00,176.092,11.891666666666667,62.6225,0.0,0.0,1032.0,3.485,0.0,0.10000000000000002
2019-01-04 20:00:00,158.612,11.576666666666666,62.245000000000005,0.0,0.0,1032.3333333333333,3.0049166666666665,0.0,0.10000000000000002
2019-01-04 21:00:00,136.778,11.236666666666666,62.4775,0.0,0.0,1033.0,2.4071666666666665,0.0,0.10000000000000002
2019-01-04 22:00:00,132.568,11.008333333333333,63.544999999999995,0.0,0.0,1033.0,3.076416666666667,0.0,0.10000000000000002
2019-01-04 23:00:00,122.298,10.881666666666668,64.38833333333334,0.0,0.0,1033.0,4.089666666666667,0.0,0.10000000000000002
2019-01-05 00:00:00,101.056,10.2875,67.19666666666667,0.0,0.0,1033.0,3.951083333333333,0.0,0.0
2019-01-05 01:00:00,85.658,9.729166666666666,69.33083333333333,0.0,0.0,1033.0,3.9139999999999997,0.0,0.0
2019-01-05 02:00:00,80.95,9.294166666666667,71.13833333333334,0.0,0.0,1033.5,5.913916666666666,0.0,0.0
2019-01-05 03:00:00,81.633,8.623333333333333,74.10000000000001,0.0,0.0,1033.5,3.2548333333333335,0.0,0.0
2019-01-05 04:00:00,78.515,7.71,79.25,0.0,0.0,1033.0,4.725333333333333,0.0,0.0
2019-01-05 05:00:00,78.718,7.521666666666666,78.01666666666667,0.0,0.0,1033.0,3.8670833333333334,0.0,0.0
2019-01-05 06:00:00,80.415,7.439166666666666,75.75,0.0,0.0,1033.0833333333333,5.096916666666667,0.0,0.0
2019-01-05 07:00:00,106.814,7.427499999999999,74.61666666666666,0.0,0.0,1034.0,5.235166666666667,0.0,0.0
2019-01-05 08:00:00,137.94,7.4375,74.71666666666667,0.0,0.0,1034.3333333333333,61.59166666666667,0.0,0.0
2019-01-05 09:00:00,137.635,8.131666666666666,69.83749999999999,0.0,0.0,1035.1666666666667,209.4416666666667,0.0,0.0
2019-01-05 10:00:00,149.528,8.887500000000001,68.1675,0.0,0.0,1035.5,347.4666666666667,0.0,0.0
2019-01-05 11:00:00,146.475,9.395833333333334,65.24166666666666,0.0,0.0,1034.9166666666667,445.90000000000003,0.0,0.0
2019-01-05 12:00:00,148.06,11.0225,60.096666666666664,0.0,0.0,1034.0,487.2833333333333,0.0,0.0
2019-01-05 13:00:00,155.084,12.494166666666667,55.0025,0.0,0.0,1033.5833333333333,473.0,0.0,0.0
